State,LossPerspective,EPType,Peril,LOB,RP,Loss
VA,GU,OEP,PF,Personal,20,960.0
VA,GU,OEP,PF,Total,20,1726.0
VA,GU,OEP,PF,Commercial,25,795.0
VA,GU,OEP,PF,Personal,25,1090.0
VA,GU,OEP,PF,Total,25,1886.0
VA,GU,OEP,PF,Commercial,50,1009.0
VA,GU,OEP,PF,Personal,50,1356.0
VA,GU,OEP,PF,Total,50,2365.0
VA,GU,OEP,PF,Commercial,100,1326.0
VA,GU,OEP,PF,Personal,100,1592.0
VA,GU,OEP,PF,Total,100,2918.0
VA,GU,OEP,PF,Commercial,200,1572.0
VA,GU,OEP,PF,Personal,200,2061.0
VA,GU,OEP,PF,Total,200,3633.0
VA,GU,OEP,PF,Commercial,250,1572.0
VA,GU,OEP,PF,Personal,250,2111.0
VA,GU,OEP,PF,Total,250,3683.0
VA,GU,OEP,PF,Commercial,500,1870.0
VA,GU,OEP,PF,Personal,500,2498.0
VA,GU,OEP,PF,Total,500,4368.0
VA,GU,OEP,PF,Commercial,1000,2114.0
VA,GU,OEP,PF,Personal,1000,2944.0
VA,GU,OEP,PF,Total,1000,5058.0
VA,GU,AEP,PF,Commercial,5,385.0
VA,GU,AEP,PF,Personal,5,461.0
VA,GU,AEP,PF,Total,5,846.0
VA,GU,AEP,PF,Commercial,10,580.0
VA,GU,AEP,PF,Personal,10,764.0
VA,GU,AEP,PF,Total,10,1344.0
VA,GU,AEP,PF,Commercial,20,849.0
VA,GU,AEP,PF,Personal,20,1060.0
VA,GU,AEP,PF,Total,20,1909.0
VA,GU,AEP,PF,Commercial,25,881.0
VA,GU,AEP,PF,Personal,25,1124.0
VA,GU,AEP,PF,Total,25,2005.0
VA,GU,AEP,PF,Commercial,50,1234.0
VA,GU,AEP,PF,Personal,50,1502.0
VA,GU,AEP,PF,Total,50,2736.0
VA,GU,AEP,PF,Commercial,100,1508.0
VA,GU,AEP,PF,Personal,100,1862.0
VA,GU,AEP,PF,Total,100,3369.0
VA,GU,AEP,PF,Commercial,200,1818.0
VA,GU,AEP,PF,Personal,200,2146.0
VA,GU,AEP,PF,Total,200,3963.0
VA,GU,AEP,PF,Commercial,250,1769.0
VA,GU,AEP,PF,Personal,250,2462.0
VA,GU,AEP,PF,Total,250,4232.0
VA,GU,AEP,PF,Commercial,500,2242.0
VA,GU,AEP,PF,Personal,500,2702.0
VA,GU,AEP,PF,Total,500,4944.0
VA,GU,AEP,PF,Commercial,1000,2426.0
VA,GU,AEP,PF,Personal,1000,3144.0
VA,GU,AEP,PF,Total,1000,5571.0
VA,GU,OEP,IF,Commercial,5,79.0
VA,GU,OEP,IF,Personal,5,123.0
VA,GU,OEP,IF,Total,5,202.0
VA,GU,OEP,IF,Commercial,10,125.0
VA,GU,OEP,IF,Personal,10,186.0
VA,GU,OEP,IF,Total,10,312.0
VA,GU,OEP,IF,Commercial,20,167.0
VA,GU,OEP,IF,Personal,20,247.0
VA,GU,OEP,IF,Total,20,414.0
VA,GU,OEP,IF,Commercial,25,169.0
VA,GU,OEP,IF,Personal,25,285.0
VA,GU,OEP,IF,Total,25,454.0
VA,GU,OEP,IF,Commercial,50,218.0
VA,GU,OEP,IF,Personal,50,357.0
VA,GU,OEP,IF,Total,50,575.0
VA,GU,OEP,IF,Commercial,100,257.0
VA,GU,OEP,IF,Personal,100,443.0
VA,GU,OEP,IF,Total,100,700.0
VA,GU,OEP,IF,Commercial,200,322.0
VA,GU,OEP,IF,Personal,200,517.0
VA,GU,OEP,IF,Total,200,839.0
VA,GU,OEP,IF,Commercial,250,318.0
VA,GU,OEP,IF,Personal,250,513.0
VA,GU,OEP,IF,Total,250,830.0
VA,GU,OEP,IF,Commercial,500,373.0
VA,GU,OEP,IF,Personal,500,600.0
VA,GU,OEP,IF,Total,500,973.0
VA,GU,OEP,IF,Commercial,1000,418.0
VA,GU,OEP,IF,Personal,1000,646.0
VA,GU,OEP,IF,Total,1000,1064.0
VA,GU,AEP,IF,Commercial,5,88.0
VA,GU,AEP,IF,Personal,5,138.0
VA,GU,AEP,IF,Total,5,226.0
VA,GU,AEP,IF,Commercial,10,134.0
VA,GU,AEP,IF,Personal,10,207.0
VA,GU,AEP,IF,Total,10,341.0
VA,GU,AEP,IF,Commercial,20,179.0
VA,GU,AEP,IF,Personal,20,293.0
VA,GU,AEP,IF,Total,20,472.0
VA,GU,AEP,IF,Commercial,25,196.0
VA,GU,AEP,IF,Personal,25,309.0
VA,GU,AEP,IF,Total,25,506.0
VA,GU,AEP,IF,Commercial,50,249.0
VA,GU,AEP,IF,Personal,50,404.0
VA,GU,AEP,IF,Total,50,653.0
VA,GU,AEP,IF,Commercial,100,296.0
VA,GU,AEP,IF,Personal,100,479.0
VA,GU,AEP,IF,Total,100,775.0
VA,GU,AEP,IF,Commercial,200,369.0
VA,GU,AEP,IF,Personal,200,559.0
VA,GU,AEP,IF,Total,200,928.0
VA,GU,AEP,IF,Commercial,250,385.0
VA,GU,AEP,IF,Personal,250,602.0
VA,GU,AEP,IF,Total,250,986.0
VA,GU,AEP,IF,Commercial,500,405.0
VA,GU,AEP,IF,Personal,500,665.0
VA,GU,AEP,IF,Total,500,1070.0
VA,GU,AEP,IF,Commercial,1000,487.0
VA,GU,AEP,IF,Personal,1000,793.0
VA,GU,AEP,IF,Total,1000,1281.0
VA,GR,OEP,TC,Commercial,5,1368.0
VA,GR,OEP,TC,Personal,5,1554.0
VA,GR,OEP,TC,Total,5,2923.0
VA,GR,OEP,TC,Commercial,10,2635.0
VA,GR,OEP,TC,Personal,10,2972.0
VA,GR,OEP,TC,Total,10,5606.0
VA,GR,OEP,TC,Commercial,20,4311.0
VA,GR,OEP,TC,Personal,20,4961.0
VA,GR,OEP,TC,Total,20,9272.0
VA,GR,OEP,TC,Commercial,25,4892.0
VA,GR,OEP,TC,Personal,25,5850.0
VA,GR,OEP,TC,Total,25,10743.0
VA,GR,OEP,TC,Commercial,50,6885.0
VA,GR,OEP,TC,Personal,50,8105.0
VA,GR,OEP,TC,Total,50,14990.0
VA,GR,OEP,TC,Commercial,100,9350.0
VA,GR,OEP,TC,Personal,100,11118.0
VA,GR,OEP,TC,Total,100,20468.0
VA,GR,OEP,TC,Commercial,200,12168.0
VA,GR,OEP,TC,Personal,200,13194.0
VA,GR,OEP,TC,Total,200,25363.0
VA,GR,OEP,TC,Commercial,250,12711.0
VA,GR,OEP,TC,Personal,250,14480.0
VA,GR,OEP,TC,Total,250,27190.0
VA,GR,OEP,TC,Commercial,500,16202.0
VA,GR,OEP,TC,Personal,500,18711.0
VA,GR,OEP,TC,Total,500,34913.0
VA,GR,OEP,TC,Commercial,1000,18766.0
VA,GR,OEP,TC,Personal,1000,21607.0
VA,GR,OEP,TC,Total,1000,40373.0
VA,GR,AEP,TC,Commercial,5,1514.0
VA,GR,AEP,TC,Personal,5,1852.0
VA,GR,AEP,TC,Total,5,3366.0
VA,GR,AEP,TC,Commercial,10,2846.0
VA,GR,AEP,TC,Personal,10,3317.0
VA,GR,AEP,TC,Total,10,6163.0
VA,GR,AEP,TC,Commercial,20,4892.0
VA,GR,AEP,TC,Personal,20,5699.0
VA,GR,AEP,TC,Total,20,10591.0
VA,GR,AEP,TC,Commercial,25,5199.0
VA,GR,AEP,TC,Personal,25,6188.0
VA,GR,AEP,TC,Total,25,11386.0
VA,GR,AEP,TC,Commercial,50,7973.0
VA,GR,AEP,TC,Personal,50,9163.0
VA,GR,AEP,TC,Total,50,17136.0
VA,GR,AEP,TC,Commercial,100,10325.0
VA,GR,AEP,TC,Personal,100,11808.0
VA,GR,AEP,TC,Total,100,22133.0
VA,GR,AEP,TC,Commercial,200,12879.0
VA,GR,AEP,TC,Personal,200,14783.0
VA,GR,AEP,TC,Total,200,27662.0
VA,GR,AEP,TC,Commercial,250,14480.0
VA,GR,AEP,TC,Personal,250,15928.0
VA,GR,AEP,TC,Total,250,30408.0
VA,GR,AEP,TC,Commercial,500,16648.0
VA,GR,AEP,TC,Personal,500,21124.0
VA,GR,AEP,TC,Total,500,37771.0
VA,GR,AEP,TC,Commercial,1000,22138.0
VA,GR,AEP,TC,Personal,1000,25620.0
VA,GR,AEP,TC,Total,1000,47758.0
VA,GR,OEP,SU,Commercial,5,450.0
VA,GR,OEP,SU,Personal,5,674.0
VA,GR,OEP,SU,Total,5,1123.0
VA,GR,OEP,SU,Commercial,10,809.0
VA,GR,OEP,SU,Personal,10,1197.0
VA,GR,OEP,SU,Total,10,2006.0
VA,GR,OEP,SU,Commercial,20,1260.0
VA,GR,OEP,SU,Personal,20,1867.0
VA,GR,OEP,SU,Total,20,3127.0
VA,GR,OEP,SU,Commercial,25,1429.0
VA,GR,OEP,SU,Personal,25,2201.0
VA,GR,OEP,SU,Total,25,3630.0
VA,GR,OEP,SU,Commercial,50,2049.0
VA,GR,OEP,SU,Personal,50,2797.0
VA,GR,OEP,SU,Total,50,4846.0
VA,GR,OEP,SU,Commercial,100,2526.0
VA,GR,OEP,SU,Personal,100,3700.0
VA,GR,OEP,SU,Total,100,6226.0
VA,GR,OEP,SU,Commercial,200,3173.0
VA,GR,OEP,SU,Personal,200,4715.0
VA,GR,OEP,SU,Total,200,7888.0
VA,GR,OEP,SU,Commercial,250,3336.0
VA,GR,OEP,SU,Personal,250,5292.0
VA,GR,OEP,SU,Total,250,8628.0
VA,GR,OEP,SU,Commercial,500,4189.0
VA,GR,OEP,SU,Personal,500,6530.0
VA,GR,OEP,SU,Total,500,10719.0
VA,GR,OEP,SU,Commercial,1000,4756.0
VA,GR,OEP,SU,Personal,1000,7139.0
VA,GR,OEP,SU,Total,1000,11895.0
VA,GR,AEP,SU,Commercial,5,500.0
VA,GR,AEP,SU,Personal,5,724.0
VA,GR,AEP,SU,Total,5,1224.0
VA,GR,AEP,SU,Commercial,10,890.0
VA,GR,AEP,SU,Personal,10,1430.0
VA,GR,AEP,SU,Total,10,2321.0
VA,GR,AEP,SU,Commercial,20,1367.0
VA,GR,AEP,SU,Personal,20,2042.0
VA,GR,AEP,SU,Total,20,3409.0
VA,GR,AEP,SU,Commercial,25,1597.0
VA,GR,AEP,SU,Personal,25,2370.0
VA,GR,AEP,SU,Total,25,3967.0
VA,GR,AEP,SU,Commercial,50,2204.0
VA,GR,AEP,SU,Personal,50,3230.0
VA,GR,AEP,SU,Total,50,5435.0
VA,GR,AEP,SU,Commercial,100,2956.0
VA,GR,AEP,SU,Personal,100,4126.0
VA,GR,AEP,SU,Total,100,7082.0
VA,GR,AEP,SU,Commercial,200,3582.0
VA,GR,AEP,SU,Personal,200,5497.0
VA,GR,AEP,SU,Total,200,9079.0
VA,GR,AEP,SU,Commercial,250,4004.0
VA,GR,AEP,SU,Personal,250,5700.0
VA,GR,AEP,SU,Total,250,9703.0
VA,GR,AEP,SU,Commercial,500,4725.0
VA,GR,AEP,SU,Personal,500,6717.0
VA,GR,AEP,SU,Total,500,11442.0
VA,GR,AEP,SU,Commercial,1000,5404.0
VA,GR,AEP,SU,Personal,1000,7997.0
VA,GR,AEP,SU,Total,1000,13401.0
VA,GR,OEP,PF,Commercial,5,297.0
VA,GR,OEP,PF,Personal,5,364.0
VA,GR,OEP,PF,Total,5,660.0
VA,GR,OEP,PF,Commercial,10,472.0
VA,GR,OEP,PF,Personal,10,566.0
VA,GR,OEP,PF,Total,10,1039.0
VA,GR,OEP,PF,Commercial,20,674.0
VA,GR,OEP,PF,Personal,20,862.0
VA,GR,OEP,PF,Total,20,1536.0
VA,GR,OEP,PF,Commercial,25,685.0
VA,GR,OEP,PF,Personal,25,872.0
VA,GR,OEP,PF,Total,25,1556.0
VA,GR,OEP,PF,Commercial,50,879.0
VA,GR,OEP,PF,Personal,50,1221.0
VA,GR,OEP,PF,Total,50,2100.0
VA,GR,OEP,PF,Commercial,100,1107.0
VA,GR,OEP,PF,Personal,100,1465.0
VA,GR,OEP,PF,Total,100,2572.0
VA,GR,OEP,PF,Commercial,200,1355.0
VA,GR,OEP,PF,Personal,200,1801.0
VA,GR,OEP,PF,Total,200,3156.0
VA,GR,OEP,PF,Commercial,250,1438.0
VA,GR,OEP,PF,Personal,250,1846.0
VA,GR,OEP,PF,Total,250,3284.0
VA,GR,OEP,PF,Commercial,500,1761.0
VA,GR,OEP,PF,Personal,500,2077.0
VA,GR,OEP,PF,Total,500,3839.0
VA,GR,OEP,PF,Commercial,1000,1991.0
VA,GR,OEP,PF,Personal,1000,2359.0
VA,GR,OEP,PF,Total,1000,4350.0
VA,GR,AEP,PF,Commercial,5,324.0
VA,GR,AEP,PF,Personal,5,432.0
VA,GR,AEP,PF,Total,5,756.0
VA,GR,AEP,PF,Commercial,10,526.0
VA,GR,AEP,PF,Personal,10,675.0
VA,GR,AEP,PF,Total,10,1201.0
VA,GR,AEP,PF,Commercial,20,711.0
VA,GR,AEP,PF,Personal,20,926.0
VA,GR,AEP,PF,Total,20,1637.0
VA,GR,AEP,PF,Commercial,25,789.0
VA,GR,AEP,PF,Personal,25,1027.0
VA,GR,AEP,PF,Total,25,1816.0
VA,GR,AEP,PF,Commercial,50,1027.0
VA,GR,AEP,PF,Personal,50,1298.0
VA,GR,AEP,PF,Total,50,2325.0
VA,GR,AEP,PF,Commercial,100,1249.0
VA,GR,AEP,PF,Personal,100,1592.0
VA,GR,AEP,PF,Total,100,2841.0
VA,GR,AEP,PF,Commercial,200,1508.0
VA,GR,AEP,PF,Personal,200,1891.0
VA,GR,AEP,PF,Total,200,3399.0
VA,GR,AEP,PF,Commercial,250,1673.0
VA,GR,AEP,PF,Personal,250,2088.0
VA,GR,AEP,PF,Total,250,3761.0
VA,GR,AEP,PF,Commercial,500,1812.0
VA,GR,AEP,PF,Personal,500,2458.0
VA,GR,AEP,PF,Total,500,4270.0
VA,GR,AEP,PF,Commercial,1000,2233.0
VA,GR,AEP,PF,Personal,1000,2694.0
VA,GR,AEP,PF,Total,1000,4927.0
VA,GR,OEP,IF,Commercial,5,72.0
VA,GR,OEP,IF,Personal,5,113.0
VA,GR,OEP,IF,Total,5,185.0
VA,GR,OEP,IF,Commercial,10,108.0
VA,GR,OEP,IF,Personal,10,184.0
VA,GR,OEP,IF,Total,10,291.0
VA,GR,OEP,IF,Commercial,20,160.0
VA,GR,OEP,IF,Personal,20,231.0
VA,GR,OEP,IF,Total,20,391.0
VA,GR,OEP,IF,Commercial,25,170.0
VA,GR,OEP,IF,Personal,25,252.0
VA,GR,OEP,IF,Total,25,422.0
VA,GR,OEP,IF,Commercial,50,209.0
VA,GR,OEP,IF,Personal,50,338.0
VA,GR,OEP,IF,Total,50,547.0
VA,GR,OEP,IF,Commercial,100,247.0
VA,GR,OEP,IF,Personal,100,378.0
VA,GR,OEP,IF,Total,100,624.0
VA,GR,OEP,IF,Commercial,200,297.0
VA,GR,OEP,IF,Personal,200,490.0
VA,GR,OEP,IF,Total,200,786.0
VA,GR,OEP,IF,Commercial,250,301.0
VA,GR,OEP,IF,Personal,250,474.0
VA,GR,OEP,IF,Total,250,775.0
VA,GR,OEP,IF,Commercial,500,340.0
VA,GR,OEP,IF,Personal,500,564.0
VA,GR,OEP,IF,Total,500,903.0
VA,GR,OEP,IF,Commercial,1000,402.0
VA,GR,OEP,IF,Personal,1000,652.0
VA,GR,OEP,IF,Total,1000,1054.0
VA,GR,AEP,IF,Commercial,5,86.0
VA,GR,AEP,IF,Personal,5,138.0
VA,GR,AEP,IF,Total,5,224.0
VA,GR,AEP,IF,Commercial,10,130.0
VA,GR,AEP,IF,Personal,10,195.0
VA,GR,AEP,IF,Total,10,325.0
VA,GR,AEP,IF,Commercial,20,172.0
VA,GR,AEP,IF,Personal,20,266.0
VA,GR,AEP,IF,Total,20,438.0
VA,GR,AEP,IF,Commercial,25,182.0
VA,GR,AEP,IF,Personal,25,307.0
VA,GR,AEP,IF,Total,25,490.0
VA,GR,AEP,IF,Commercial,50,236.0
VA,GR,AEP,IF,Personal,50,386.0
VA,GR,AEP,IF,Total,50,623.0
VA,GR,AEP,IF,Commercial,100,278.0
VA,GR,AEP,IF,Personal,100,447.0
VA,GR,AEP,IF,Total,100,724.0
VA,GR,AEP,IF,Commercial,200,329.0
VA,GR,AEP,IF,Personal,200,502.0
VA,GR,AEP,IF,Total,200,831.0
VA,GR,AEP,IF,Commercial,250,336.0
VA,GR,AEP,IF,Personal,250,550.0
VA,GR,AEP,IF,Total,250,886.0
VA,GR,AEP,IF,Commercial,500,378.0
VA,GR,AEP,IF,Personal,500,655.0
VA,GR,AEP,IF,Total,500,1033.0
VA,GR,AEP,IF,Commercial,1000,430.0
VA,GR,AEP,IF,Personal,1000,688.0
VA,GR,AEP,IF,Total,1000,1117.0
NY,GU,OEP,TC,Commercial,5,3071.0
NY,GU,OEP,TC,Personal,5,4397.0
NY,GU,OEP,TC,Total,5,7467.0
NY,GU,OEP,TC,Commercial,10,5928.0
NY,GU,OEP,TC,Personal,10,8926.0
NY,GU,OEP,TC,Total,10,14854.0
NY,GU,OEP,TC,Commercial,20,8758.0
NY,GU,OEP,TC,Personal,20,14287.0
NY,GU,OEP,TC,Total,20,23045.0
NY,GU,OEP,TC,Commercial,25,10554.0
NY,GU,OEP,TC,Personal,25,16363.0
NY,GU,OEP,TC,Total,25,26917.0
NY,GU,OEP,TC,Commercial,50,15283.0
NY,GU,OEP,TC,Personal,50,23156.0
NY,GU,OEP,TC,Total,50,38439.0
NY,GU,OEP,TC,Commercial,100,20018.0
NY,GU,OEP,TC,Personal,100,29856.0
NY,GU,OEP,TC,Total,100,49874.0
NY,GU,OEP,TC,Commercial,200,26049.0
NY,GU,OEP,TC,Personal,200,40909.0
NY,GU,OEP,TC,Total,200,66958.0
NY,GU,OEP,TC,Commercial,250,27755.0
NY,GU,OEP,TC,Personal,250,42830.0
NY,GU,OEP,TC,Total,250,70585.0
NY,GU,OEP,TC,Commercial,500,33827.0
NY,GU,OEP,TC,Personal,500,53468.0
NY,GU,OEP,TC,Total,500,87295.0
NY,GU,OEP,TC,Commercial,1000,43227.0
NY,GU,OEP,TC,Personal,1000,60921.0
NY,GU,OEP,TC,Total,1000,104149.0
NY,GU,AEP,TC,Commercial,5,3251.0
NY,GU,AEP,TC,Personal,5,5151.0
NY,GU,AEP,TC,Total,5,8402.0
NY,GU,AEP,TC,Commercial,10,6372.0
NY,GU,AEP,TC,Personal,10,9846.0
NY,GU,AEP,TC,Total,10,16218.0
NY,GU,AEP,TC,Commercial,20,9789.0
NY,GU,AEP,TC,Personal,20,15549.0
NY,GU,AEP,TC,Total,20,25339.0
NY,GU,AEP,TC,Commercial,25,11763.0
NY,GU,AEP,TC,Personal,25,18019.0
NY,GU,AEP,TC,Total,25,29783.0
NY,GU,AEP,TC,Commercial,50,16834.0
NY,GU,AEP,TC,Personal,50,25940.0
NY,GU,AEP,TC,Total,50,42774.0
NY,GU,AEP,TC,Commercial,100,22544.0
NY,GU,AEP,TC,Personal,100,35031.0
NY,GU,AEP,TC,Total,100,57575.0
NY,GU,AEP,TC,Commercial,200,28967.0
NY,GU,AEP,TC,Personal,200,43981.0
NY,GU,AEP,TC,Total,200,72948.0
NY,GU,AEP,TC,Commercial,250,31143.0
NY,GU,AEP,TC,Personal,250,45312.0
NY,GU,AEP,TC,Total,250,76455.0
NY,GU,AEP,TC,Commercial,500,37261.0
NY,GU,AEP,TC,Personal,500,58549.0
NY,GU,AEP,TC,Total,500,95810.0
NY,GU,AEP,TC,Commercial,1000,47840.0
NY,GU,AEP,TC,Personal,1000,71895.0
NY,GU,AEP,TC,Total,1000,119735.0
NY,GU,OEP,SU,Commercial,5,1525.0
NY,GU,OEP,SU,Personal,5,2480.0
NY,GU,OEP,SU,Total,5,4004.0
NY,GU,OEP,SU,Commercial,10,2791.0
NY,GU,OEP,SU,Personal,10,4540.0
NY,GU,OEP,SU,Total,10,7331.0
NY,GU,OEP,SU,Commercial,20,4577.0
NY,GU,OEP,SU,Personal,20,6913.0
NY,GU,OEP,SU,Total,20,11490.0
NY,GU,OEP,SU,Commercial,25,5035.0
NY,GU,OEP,SU,Personal,25,7586.0
NY,GU,OEP,SU,Total,25,12621.0
NY,GU,OEP,SU,Commercial,50,6846.0
NY,GU,OEP,SU,Personal,50,11025.0
NY,GU,OEP,SU,Total,50,17871.0
NY,GU,OEP,SU,Commercial,100,9210.0
NY,GU,OEP,SU,Personal,100,13951.0
NY,GU,OEP,SU,Total,100,23161.0
NY,GU,OEP,SU,Commercial,200,11205.0
NY,GU,OEP,SU,Personal,200,16759.0
NY,GU,OEP,SU,Total,200,27963.0
NY,GU,OEP,SU,Commercial,250,11720.0
NY,GU,OEP,SU,Personal,250,18207.0
NY,GU,OEP,SU,Total,250,29927.0
NY,GU,OEP,SU,Commercial,500,14586.0
NY,GU,OEP,SU,Personal,500,23845.0
NY,GU,OEP,SU,Total,500,38431.0
NY,GU,OEP,SU,Commercial,1000,17598.0
NY,GU,OEP,SU,Personal,1000,26462.0
NY,GU,OEP,SU,Total,1000,44060.0
NY,GU,AEP,SU,Commercial,5,1710.0
NY,GU,AEP,SU,Personal,5,2707.0
NY,GU,AEP,SU,Total,5,4418.0
NY,GU,AEP,SU,Commercial,10,3317.0
NY,GU,AEP,SU,Personal,10,4911.0
NY,GU,AEP,SU,Total,10,8228.0
NY,GU,AEP,SU,Commercial,20,5099.0
NY,GU,AEP,SU,Personal,20,7903.0
NY,GU,AEP,SU,Total,20,13002.0
NY,GU,AEP,SU,Commercial,25,5371.0
NY,GU,AEP,SU,Personal,25,8730.0
NY,GU,AEP,SU,Total,25,14101.0
NY,GU,AEP,SU,Commercial,50,8063.0
NY,GU,AEP,SU,Personal,50,11798.0
NY,GU,AEP,SU,Total,50,19861.0
NY,GU,AEP,SU,Commercial,100,9637.0
NY,GU,AEP,SU,Personal,100,16254.0
NY,GU,AEP,SU,Total,100,25892.0
NY,GU,AEP,SU,Commercial,200,13205.0
NY,GU,AEP,SU,Personal,200,19697.0
NY,GU,AEP,SU,Total,200,32902.0
NY,GU,AEP,SU,Commercial,250,13684.0
NY,GU,AEP,SU,Personal,250,20431.0
NY,GU,AEP,SU,Total,250,34115.0
NY,GU,AEP,SU,Commercial,500,17074.0
NY,GU,AEP,SU,Personal,500,25567.0
NY,GU,AEP,SU,Total,500,42641.0
NY,GU,AEP,SU,Commercial,1000,18781.0
NY,GU,AEP,SU,Personal,1000,31002.0
NY,GU,AEP,SU,Total,1000,49783.0
NY,GU,OEP,PF,Commercial,5,710.0
NY,GU,OEP,PF,Personal,5,900.0
NY,GU,OEP,PF,Total,5,1610.0
NY,GU,OEP,PF,Commercial,10,1058.0
NY,GU,OEP,PF,Personal,10,1325.0
NY,GU,OEP,PF,Total,10,2384.0
NY,GU,OEP,PF,Commercial,20,1591.0
NY,GU,OEP,PF,Personal,20,2039.0
NY,GU,OEP,PF,Total,20,3630.0
NY,GU,OEP,PF,Commercial,25,1679.0
NY,GU,OEP,PF,Personal,25,2175.0
NY,GU,OEP,PF,Total,25,3854.0
NY,GU,OEP,PF,Commercial,50,2148.0
NY,GU,OEP,PF,Personal,50,2741.0
NY,GU,OEP,PF,Total,50,4889.0
NY,GU,OEP,PF,Commercial,100,2564.0
NY,GU,OEP,PF,Personal,100,3278.0
NY,GU,OEP,PF,Total,100,5843.0
NY,GU,OEP,PF,Commercial,200,3113.0
NY,GU,OEP,PF,Personal,200,4237.0
NY,GU,OEP,PF,Total,200,7350.0
NY,GU,OEP,PF,Commercial,250,3255.0
NY,GU,OEP,PF,Personal,250,4207.0
NY,GU,OEP,PF,Total,250,7462.0
NY,GU,OEP,PF,Commercial,500,3955.0
NY,GU,OEP,PF,Personal,500,4900.0
NY,GU,OEP,PF,Total,500,8855.0
NY,GU,OEP,PF,Commercial,1000,4364.0
NY,GU,OEP,PF,Personal,1000,5824.0
NY,GU,OEP,PF,Total,1000,10187.0
NY,GU,AEP,PF,Commercial,5,751.0
NY,GU,AEP,PF,Personal,5,988.0
NY,GU,AEP,PF,Total,5,1739.0
NY,GU,AEP,PF,Commercial,10,1262.0
NY,GU,AEP,PF,Personal,10,1500.0
NY,GU,AEP,PF,Total,10,2762.0
NY,GU,AEP,PF,Commercial,20,1778.0
NY,GU,AEP,PF,Personal,20,2276.0
NY,GU,AEP,PF,Total,20,4053.0
NY,GU,AEP,PF,Commercial,25,1936.0
NY,GU,AEP,PF,Personal,25,2433.0
NY,GU,AEP,PF,Total,25,4369.0
NY,GU,AEP,PF,Commercial,50,2444.0
NY,GU,AEP,PF,Personal,50,3138.0
NY,GU,AEP,PF,Total,50,5582.0
NY,GU,AEP,PF,Commercial,100,3042.0
NY,GU,AEP,PF,Personal,100,3641.0
NY,GU,AEP,PF,Total,100,6684.0
NY,GU,AEP,PF,Commercial,200,3747.0
NY,GU,AEP,PF,Personal,200,4630.0
NY,GU,AEP,PF,Total,200,8377.0
NY,GU,AEP,PF,Commercial,250,3886.0
NY,GU,AEP,PF,Personal,250,4785.0
NY,GU,AEP,PF,Total,250,8671.0
NY,GU,AEP,PF,Commercial,500,4193.0
NY,GU,AEP,PF,Personal,500,5655.0
NY,GU,AEP,PF,Total,500,9848.0
NY,GU,AEP,PF,Commercial,1000,5061.0
NY,GU,AEP,PF,Personal,1000,6441.0
NY,GU,AEP,PF,Total,1000,11502.0
NY,GU,OEP,IF,Commercial,5,251.0
NY,GU,OEP,IF,Personal,5,334.0
NY,GU,OEP,IF,Total,5,585.0
NY,GU,OEP,IF,Commercial,10,387.0
NY,GU,OEP,IF,Personal,10,511.0
NY,GU,OEP,IF,Total,10,897.0
NY,GU,OEP,IF,Commercial,20,547.0
NY,GU,OEP,IF,Personal,20,677.0
NY,GU,OEP,IF,Total,20,1224.0
NY,GU,OEP,IF,Commercial,25,557.0
NY,GU,OEP,IF,Personal,25,744.0
NY,GU,OEP,IF,Total,25,1301.0
NY,GU,OEP,IF,Commercial,50,713.0
NY,GU,OEP,IF,Personal,50,951.0
NY,GU,OEP,IF,Total,50,1664.0
NY,GU,OEP,IF,Commercial,100,868.0
NY,GU,OEP,IF,Personal,100,1199.0
NY,GU,OEP,IF,Total,100,2068.0
NY,GU,OEP,IF,Commercial,200,984.0
NY,GU,OEP,IF,Personal,200,1374.0
NY,GU,OEP,IF,Total,200,2359.0
NY,GU,OEP,IF,Commercial,250,1005.0
NY,GU,OEP,IF,Personal,250,1380.0
NY,GU,OEP,IF,Total,250,2385.0
NY,GU,OEP,IF,Commercial,500,1204.0
NY,GU,OEP,IF,Personal,500,1544.0
NY,GU,OEP,IF,Total,500,2748.0
NY,GU,OEP,IF,Commercial,1000,1381.0
NY,GU,OEP,IF,Personal,1000,1862.0
NY,GU,OEP,IF,Total,1000,3243.0
NY,GU,AEP,IF,Commercial,5,293.0
NY,GU,AEP,IF,Personal,5,384.0
NY,GU,AEP,IF,Total,5,678.0
NY,GU,AEP,IF,Commercial,10,437.0
NY,GU,AEP,IF,Personal,10,573.0
NY,GU,AEP,IF,Total,10,1010.0
NY,GU,AEP,IF,Commercial,20,558.0
NY,GU,AEP,IF,Personal,20,752.0
NY,GU,AEP,IF,Total,20,1310.0
NY,GU,AEP,IF,Commercial,25,645.0
NY,GU,AEP,IF,Personal,25,893.0
NY,GU,AEP,IF,Total,25,1538.0
NY,GU,AEP,IF,Commercial,50,756.0
NY,GU,AEP,IF,Personal,50,1071.0
NY,GU,AEP,IF,Total,50,1828.0
NY,GU,AEP,IF,Commercial,100,983.0
NY,GU,AEP,IF,Personal,100,1327.0
NY,GU,AEP,IF,Total,100,2310.0
NY,GU,AEP,IF,Commercial,200,1132.0
NY,GU,AEP,IF,Personal,200,1528.0
NY,GU,AEP,IF,Total,200,2660.0
NY,GU,AEP,IF,Commercial,250,1205.0
NY,GU,AEP,IF,Personal,250,1640.0
NY,GU,AEP,IF,Total,250,2845.0
